Strain,Sex,DOB,Cage,Animal,Tx,Exp_Date,Exp_Type,Group,Box,Trial,CS_Time
C57BL/6J,M,6/25/2021,25,3,SCFE,22-03-07,ER,6CS_CSUS_100,Chamber 3,6,10
C57BL/6J,M,6/25/2021,25,4,SCFE,22-03-07,ER,6CS_CSUS_100,Chamber 4,6,10
C57BL/6J,F,7/11/2021,29,1,SCFE,22-03-07,ER,12CS_CSUS_50,Chamber 4,3,10
C57BL/6J,F,7/11/2021,29,2,SCFE,22-03-07,ER,6CS_CSUS_50,Chamber 4,4,25
C57BL/6J,F,7/11/2021,29,3,SCFE,22-03-07,ER,3CS_USCS_50,Chamber 4,5,25
C57BL/6J,M,1/26/2021,51,1,NCFE,22-03-07,ER,3CS_USCS_50,Chamber 1,1,25
C57BL/6J,M,1/26/2021,51,2,NCFE,22-03-07,ER,3CS_USCS_50,Chamber 2,1,25
C57BL/6J,M,1/26/2021,51,3,NCFE,22-03-07,ER,3CS_USCS_50,Chamber 3,1,25
C57BL/6J,F,2/26/2021,58,1,NCFE,22-03-07,ER,3CS_USCS_50,Chamber 1,2,25
C57BL/6J,F,2/26/2021,58,2,NCFE,22-03-07,ER,3CS_USCS_50,Chamber 2,2,25
C57BL/6J,F,2/26/2021,58,3,NCFE,22-03-07,ER,3CS_USCS_50,Chamber 3,2,25
C57BL/6J,M,2/26/2021,60,1,SCFE,22-03-07,ER,3CS_USCS_50,Chamber 1,5,25
C57BL/6J,M,2/26/2021,60,2,SCFE,22-03-07,ER,3CS_USCS_50,Chamber 2,5,25
C57BL/6J,M,2/26/2021,60,3,SCFE,22-03-07,ER,3CS_USCS_50,Chamber 3,5,25
C57BL/6J,F,8/2/2021,88,1,SCFE,22-03-08,FC1,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,8/2/2021,88,2,SCFE,22-03-08,FC1,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,8/2/2021,88,3,SCFE,22-03-08,FC1,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,8/2/2021,88,4,SCFE,22-03-08,FC1,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,8/2/2021,88,1,SCFE,22-03-09,FC2,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,8/2/2021,88,2,SCFE,22-03-09,FC2,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,8/2/2021,88,3,SCFE,22-03-09,FC2,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,8/2/2021,88,4,SCFE,22-03-09,FC2,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,8/2/2021,88,1,SCFE,22-03-10,E1,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,8/2/2021,88,2,SCFE,22-03-10,E1,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,8/2/2021,88,3,SCFE,22-03-10,E1,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,8/2/2021,88,4,SCFE,22-03-10,E1,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,8/2/2021,88,1,SCFE,22-03-11,E2,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,8/2/2021,88,2,SCFE,22-03-11,E2,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,8/2/2021,88,3,SCFE,22-03-11,E2,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,8/2/2021,88,4,SCFE,22-03-11,E2,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,8/2/2021,88,1,SCFE,22-03-12,E3,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,8/2/2021,88,2,SCFE,22-03-12,E3,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,8/2/2021,88,3,SCFE,22-03-12,E3,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,8/2/2021,88,4,SCFE,22-03-12,E3,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,8/2/2021,89,1,SCFE,22-03-08,FC1,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,F,8/2/2021,89,2,SCFE,22-03-08,FC1,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,F,8/2/2021,89,3,SCFE,22-03-08,FC1,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,F,8/2/2021,89,4,SCFE,22-03-08,FC1,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,F,8/2/2021,89,1,SCFE,22-03-09,FC2,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,F,8/2/2021,89,2,SCFE,22-03-09,FC2,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,F,8/2/2021,89,3,SCFE,22-03-09,FC2,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,F,8/2/2021,89,4,SCFE,22-03-09,FC2,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,F,8/2/2021,89,1,SCFE,22-03-10,E1,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,F,8/2/2021,89,2,SCFE,22-03-10,E1,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,F,8/2/2021,89,3,SCFE,22-03-10,E1,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,F,8/2/2021,89,4,SCFE,22-03-10,E1,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,F,8/2/2021,89,1,SCFE,22-03-11,E2,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,F,8/2/2021,89,2,SCFE,22-03-11,E2,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,F,8/2/2021,89,3,SCFE,22-03-11,E2,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,F,8/2/2021,89,4,SCFE,22-03-11,E2,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,F,8/2/2021,89,1,SCFE,22-03-12,E3,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,F,8/2/2021,89,2,SCFE,22-03-12,E3,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,F,8/2/2021,89,3,SCFE,22-03-12,E3,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,F,8/2/2021,89,4,SCFE,22-03-12,E3,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,F,8/2/2021,88,1,SCFE,22-03-14,ER,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,8/2/2021,88,2,SCFE,22-03-14,ER,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,8/2/2021,88,3,SCFE,22-03-14,ER,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,8/2/2021,88,4,SCFE,22-03-14,ER,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,8/2/2021,89,1,SCFE,22-03-14,ER,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,F,8/2/2021,89,2,SCFE,22-03-14,ER,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,F,8/2/2021,89,3,SCFE,22-03-14,ER,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,F,8/2/2021,89,4,SCFE,22-03-14,ER,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,M,5/3/2021,17,1,SCFE,22-04-04,SR,12CS_CSUS_50,Chamber 1,3,10
C57BL/6J,M,5/3/2021,17,2,SCFE,22-04-04,SR,12CS_CSUS_50,Chamber 2,3,10
C57BL/6J,M,5/3/2021,17,3,SCFE,22-04-04,SR,12CS_CSUS_50,Chamber 3,3,10
C57BL/6J,M,5/8/2021,19,1,SCFE,22-04-04,SR,3CS_CSUS_100,Chamber 1,7,25
C57BL/6J,M,5/8/2021,19,2,SCFE,22-04-04,SR,3CS_CSUS_100,Chamber 2,7,25
C57BL/6J,M,5/8/2021,19,3,SCFE,22-04-04,SR,3CS_CSUS_100,Chamber 3,7,25
C57BL/6J,M,5/8/2021,19,4,SCFE,22-04-04,SR,3CS_CSUS_100,Chamber 4,7,25
C57BL/6J,M,7/1/2021,23,1,SCFE,22-04-04,SR,6CS_CSUS_50,Chamber 1,4,25
C57BL/6J,M,7/1/2021,23,2,SCFE,22-04-04,SR,6CS_CSUS_50,Chamber 2,4,25
C57BL/6J,M,7/1/2021,23,3,SCFE,22-04-04,SR,6CS_CSUS_50,Chamber 3,4,25
C57BL/6J,M,6/25/2021,25,1,SCFE,22-04-04,SR,6CS_CSUS_100,Chamber 1,6,10
C57BL/6J,M,6/25/2021,25,2,SCFE,22-04-04,SR,6CS_CSUS_100,Chamber 2,6,10
C57BL/6J,M,6/25/2021,25,3,SCFE,22-04-04,SR,6CS_CSUS_100,Chamber 3,6,10
C57BL/6J,M,6/25/2021,25,4,SCFE,22-04-04,SR,6CS_CSUS_100,Chamber 4,6,10
C57BL/6J,F,7/11/2021,29,2,SCFE,22-04-04,SR,6CS_CSUS_50,Chamber 4,4,25
C57BL/6J,M,1/26/2021,51,1,SCFE,22-04-04,SR,3CS_USCS_50,Chamber 1,1,25
C57BL/6J,M,1/26/2021,51,2,SCFE,22-04-04,SR,3CS_USCS_50,Chamber 2,1,25
C57BL/6J,M,1/26/2021,51,3,SCFE,22-04-04,SR,3CS_USCS_50,Chamber 3,1,25
C57BL/6J,F,2/26/2021,58,1,SCFE,22-04-04,SR,3CS_USCS_50,Chamber 1,2,25
C57BL/6J,F,2/26/2021,58,2,SCFE,22-04-04,SR,3CS_USCS_50,Chamber 2,2,25
C57BL/6J,F,2/26/2021,58,3,SCFE,22-04-04,SR,3CS_USCS_50,Chamber 3,2,25
C57BL/6J,M,2/26/2021,60,1,SCFE,22-04-04,SR,3CS_USCS_50,Chamber 1,5,25
C57BL/6J,M,2/26/2021,60,2,SCFE,22-04-04,SR,3CS_USCS_50,Chamber 2,5,25
C57BL/6J,M,2/26/2021,60,3,SCFE,22-04-04,SR,3CS_USCS_50,Chamber 3,5,25
C57BL/6J,F,8/2/2021,88,1,SCFE,22-04-11,SR,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,8/2/2021,88,2,SCFE,22-04-11,SR,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,8/2/2021,88,3,SCFE,22-04-11,SR,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,8/2/2021,88,4,SCFE,22-04-11,SR,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,8/2/2021,89,1,SCFE,22-04-11,SR,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,F,8/2/2021,89,2,SCFE,22-04-11,SR,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,F,8/2/2021,89,3,SCFE,22-04-11,SR,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,F,8/2/2021,89,4,SCFE,22-04-11,SR,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,M,1/1/2022,75,L1,SCFE,22-04-13,FC1,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,M,1/1/2022,75,L2,SCFE,22-04-13,FC1,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,M,1/1/2022,75,R1,SCFE,22-04-13,FC1,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,M,1/1/2022,75,R2,SCFE,22-04-13,FC1,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,M,1/1/2022,75,L1,SCFE,22-04-14,FC2,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,M,1/1/2022,75,L2,SCFE,22-04-14,FC2,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,M,1/1/2022,75,R1,SCFE,22-04-14,FC2,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,M,1/1/2022,75,R2,SCFE,22-04-14,FC2,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,M,1/1/2022,75,L1,SCFE,22-04-15,E1,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,M,1/1/2022,75,L2,SCFE,22-04-15,E1,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,M,1/1/2022,75,R1,SCFE,22-04-15,E1,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,M,1/1/2022,75,R2,SCFE,22-04-15,E1,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,M,1/1/2022,75,L1,SCFE,22-04-16,E2,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,M,1/1/2022,75,L2,SCFE,22-04-16,E2,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,M,1/1/2022,75,R1,SCFE,22-04-16,E2,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,M,1/1/2022,75,R2,SCFE,22-04-16,E2,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,M,1/1/2022,75,L1,SCFE,22-04-17,E3,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,M,1/1/2022,75,L2,SCFE,22-04-17,E3,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,M,1/1/2022,75,R1,SCFE,22-04-17,E3,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,M,1/1/2022,75,R2,SCFE,22-04-17,E3,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,M,1/1/2022,75,L1,SCFE,22-04-19,ER,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,M,1/1/2022,75,L2,SCFE,22-04-19,ER,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,M,1/1/2022,75,R1,SCFE,22-04-19,ER,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,M,1/1/2022,75,R2,SCFE,22-04-19,ER,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,M,1/1/2022,75,L1,SCFE,22-05-17,SR,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,M,1/1/2022,75,L2,SCFE,22-05-17,SR,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,M,1/1/2022,75,R1,SCFE,22-05-17,SR,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,M,1/1/2022,75,R2,SCFE,22-05-17,SR,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,M,1/1/2022,76,L1,SCFE,22-04-13,FC1,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,M,1/1/2022,76,L2,SCFE,22-04-13,FC1,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,M,1/1/2022,76,R1,SCFE,22-04-13,FC1,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,M,1/1/2022,76,R2,SCFE,22-04-13,FC1,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,M,1/1/2022,76,L1,SCFE,22-04-14,FC2,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,M,1/1/2022,76,L2,SCFE,22-04-14,FC2,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,M,1/1/2022,76,R1,SCFE,22-04-14,FC2,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,M,1/1/2022,76,R2,SCFE,22-04-14,FC2,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,M,1/1/2022,76,L1,SCFE,22-04-15,E1,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,M,1/1/2022,76,L2,SCFE,22-04-15,E1,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,M,1/1/2022,76,R1,SCFE,22-04-15,E1,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,M,1/1/2022,76,R2,SCFE,22-04-15,E1,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,M,1/1/2022,76,L1,SCFE,22-04-16,E2,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,M,1/1/2022,76,L2,SCFE,22-04-16,E2,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,M,1/1/2022,76,R1,SCFE,22-04-16,E2,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,M,1/1/2022,76,R2,SCFE,22-04-16,E2,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,M,1/1/2022,76,L1,SCFE,22-04-17,E3,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,M,1/1/2022,76,L2,SCFE,22-04-17,E3,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,M,1/1/2022,76,R1,SCFE,22-04-17,E3,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,M,1/1/2022,76,R2,SCFE,22-04-17,E3,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,M,1/1/2022,76,L1,SCFE,22-04-19,ER,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,M,1/1/2022,76,L2,SCFE,22-04-19,ER,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,M,1/1/2022,76,R1,SCFE,22-04-19,ER,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,M,1/1/2022,76,R2,SCFE,22-04-19,ER,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,M,1/1/2022,76,L1,SCFE,22-05-17,SR,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,M,1/1/2022,76,L2,SCFE,22-05-17,SR,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,M,1/1/2022,76,R1,SCFE,22-05-17,SR,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,M,1/1/2022,76,R2,SCFE,22-05-17,SR,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,F,1/1/2022,62,L1,SCFE,22-04-13,FC1,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,F,1/1/2022,62,L2,SCFE,22-04-13,FC1,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,F,1/1/2022,62,R1,SCFE,22-04-13,FC1,6CS_CSUS_50,Chamber 3,3,25
C57BL/6J,F,1/1/2022,62,R2,SCFE,22-04-13,FC1,6CS_CSUS_50,Chamber 4,3,25
C57BL/6J,F,1/1/2022,62,L1,SCFE,22-04-14,FC2,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,F,1/1/2022,62,L2,SCFE,22-04-14,FC2,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,F,1/1/2022,62,R1,SCFE,22-04-14,FC2,6CS_CSUS_50,Chamber 3,3,25
C57BL/6J,F,1/1/2022,62,R2,SCFE,22-04-14,FC2,6CS_CSUS_50,Chamber 4,3,25
C57BL/6J,F,1/1/2022,62,L1,SCFE,22-04-15,E1,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,F,1/1/2022,62,L2,SCFE,22-04-15,E1,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,F,1/1/2022,62,R1,SCFE,22-04-15,E1,6CS_CSUS_50,Chamber 3,3,25
C57BL/6J,F,1/1/2022,62,R2,SCFE,22-04-15,E1,6CS_CSUS_50,Chamber 4,3,25
C57BL/6J,F,1/1/2022,62,L1,SCFE,22-04-16,E2,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,F,1/1/2022,62,L2,SCFE,22-04-16,E2,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,F,1/1/2022,62,R1,SCFE,22-04-16,E2,6CS_CSUS_50,Chamber 3,3,25
C57BL/6J,F,1/1/2022,62,R2,SCFE,22-04-16,E2,6CS_CSUS_50,Chamber 4,3,25
C57BL/6J,F,1/1/2022,62,L1,SCFE,22-04-17,E3,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,F,1/1/2022,62,L2,SCFE,22-04-17,E3,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,F,1/1/2022,62,R1,SCFE,22-04-17,E3,6CS_CSUS_50,Chamber 3,3,25
C57BL/6J,F,1/1/2022,62,R2,SCFE,22-04-17,E3,6CS_CSUS_50,Chamber 4,3,25
C57BL/6J,F,1/1/2022,62,L1,SCFE,22-04-19,ER,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,F,1/1/2022,62,L2,SCFE,22-04-19,ER,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,F,1/1/2022,62,R1,SCFE,22-04-19,ER,6CS_CSUS_50,Chamber 3,3,25
C57BL/6J,F,1/1/2022,62,R2,SCFE,22-04-19,ER,6CS_CSUS_50,Chamber 4,3,25
C57BL/6J,F,1/1/2022,62,L1,SCFE,22-05-17,SR,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,F,1/1/2022,62,L2,SCFE,22-05-17,SR,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,F,1/1/2022,62,R1,SCFE,22-05-17,SR,6CS_CSUS_50,Chamber 3,3,25
C57BL/6J,F,1/1/2022,62,R2,SCFE,22-05-17,SR,6CS_CSUS_50,Chamber 4,3,25
C57BL/6J,F,1/1/2022,63,L1,SCFE,22-04-13,FC1,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,F,1/1/2022,63,L2,SCFE,22-04-13,FC1,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,F,1/1/2022,63,R1,SCFE,22-04-13,FC1,3CS_CSUS_100,Chamber 3,4,25
C57BL/6J,F,1/1/2022,63,R2,SCFE,22-04-13,FC1,3CS_CSUS_100,Chamber 4,4,25
C57BL/6J,F,1/1/2022,63,L1,SCFE,22-04-14,FC2,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,F,1/1/2022,63,L2,SCFE,22-04-14,FC2,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,F,1/1/2022,63,R1,SCFE,22-04-14,FC2,3CS_CSUS_100,Chamber 3,4,25
C57BL/6J,F,1/1/2022,63,R2,SCFE,22-04-14,FC2,3CS_CSUS_100,Chamber 4,4,25
C57BL/6J,F,1/1/2022,63,L1,SCFE,22-04-15,E1,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,F,1/1/2022,63,L2,SCFE,22-04-15,E1,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,F,1/1/2022,63,R1,SCFE,22-04-15,E1,3CS_CSUS_100,Chamber 3,4,25
C57BL/6J,F,1/1/2022,63,R2,SCFE,22-04-15,E1,3CS_CSUS_100,Chamber 4,4,25
C57BL/6J,F,1/1/2022,63,L1,SCFE,22-04-16,E2,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,F,1/1/2022,63,L2,SCFE,22-04-16,E2,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,F,1/1/2022,63,R1,SCFE,22-04-16,E2,3CS_CSUS_100,Chamber 3,4,25
C57BL/6J,F,1/1/2022,63,R2,SCFE,22-04-16,E2,3CS_CSUS_100,Chamber 4,4,25
C57BL/6J,F,1/1/2022,63,L1,SCFE,22-04-17,E3,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,F,1/1/2022,63,L2,SCFE,22-04-17,E3,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,F,1/1/2022,63,R1,SCFE,22-04-17,E3,3CS_CSUS_100,Chamber 3,4,25
C57BL/6J,F,1/1/2022,63,R2,SCFE,22-04-17,E3,3CS_CSUS_100,Chamber 4,4,25
C57BL/6J,F,1/1/2022,63,L1,SCFE,22-04-19,ER,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,F,1/1/2022,63,L2,SCFE,22-04-19,ER,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,F,1/1/2022,63,R1,SCFE,22-04-19,ER,3CS_CSUS_100,Chamber 3,4,25
C57BL/6J,F,1/1/2022,63,R2,SCFE,22-04-19,ER,3CS_CSUS_100,Chamber 4,4,25
C57BL/6J,F,1/1/2022,63,L1,SCFE,22-05-17,SR,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,F,1/1/2022,63,L2,SCFE,22-05-17,SR,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,F,1/1/2022,63,R1,SCFE,22-05-17,SR,3CS_CSUS_100,Chamber 3,4,25
C57BL/6J,F,1/1/2022,63,R2,SCFE,22-05-17,SR,3CS_CSUS_100,Chamber 4,4,25
C57BL/6J,F,1/1/2022,64,L1,SCFE,22-04-16,FC1,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,64,L2,SCFE,22-04-16,FC1,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,64,R1,SCFE,22-04-16,FC1,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,64,R2,SCFE,22-04-16,FC1,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,1/1/2022,64,L1,SCFE,22-04-17,FC2,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,64,L2,SCFE,22-04-17,FC2,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,64,R1,SCFE,22-04-17,FC2,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,64,R2,SCFE,22-04-17,FC2,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,1/1/2022,64,L1,SCFE,22-04-18,E1,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,64,L2,SCFE,22-04-18,E1,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,64,R1,SCFE,22-04-18,E1,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,64,R2,SCFE,22-04-18,E1,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,1/1/2022,64,L1,SCFE,22-04-19,E2,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,64,L2,SCFE,22-04-19,E2,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,64,R1,SCFE,22-04-19,E2,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,64,R2,SCFE,22-04-19,E2,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,1/1/2022,64,L1,SCFE,22-04-20,E3,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,64,L2,SCFE,22-04-20,E3,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,64,R1,SCFE,22-04-20,E3,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,64,R2,SCFE,22-04-20,E3,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,1/1/2022,64,L1,SCFE,22-04-22,ER,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,64,L2,SCFE,22-04-22,ER,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,64,R1,SCFE,22-04-22,ER,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,64,R2,SCFE,22-04-22,ER,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,1/1/2022,64,L1,SCFE,22-05-20,SR,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,64,L2,SCFE,22-05-20,SR,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,64,R1,SCFE,22-05-20,SR,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,64,R2,SCFE,22-05-20,SR,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,1/1/2022,65,L1,SCFE,22-04-16,FC1,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,F,1/1/2022,65,L2,SCFE,22-04-16,FC1,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,F,1/1/2022,65,R1,SCFE,22-04-16,FC1,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,F,1/1/2022,65,R2,SCFE,22-04-16,FC1,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,F,1/1/2022,65,L1,SCFE,22-04-17,FC2,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,F,1/1/2022,65,L2,SCFE,22-04-17,FC2,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,F,1/1/2022,65,R1,SCFE,22-04-17,FC2,3CS_CSUS_100,Chamber 3,2,10
